name,geoid,state_name,county_name,population,population_density_sq_mi,median_household_income,hhs_total,race_and_ethnicity_total,age_total,median_age,educational_attainment_population_25_years_and_over,educational_attainment_bachelors,DUMMYBachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,
Tiburon town,16000US0678666,California,Marin,9144,2041,154915,3798,9144,9144,50.8,6937,0.431,1,0.331,2688,0.019,0.027,4189,2000001,3798,
Timber Cove CDP,16000US0678715,California,Sonoma,141,24.9,64167,70,141,141,58.5,127,0.268,1,0.268,40,0,0.202,148,541700,70,
Tipton CDP,16000US0678750,California,Tulare,3238,3206.8,33894,775,3238,3238,24.5,1607,0.002,0,0,680,0.362,0.117,797,141800,775,
Tobin CDP,16000US0678792,California,Plumas,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,
Tomales CDP,16000US0678890,California,Marin,191,575.7,-1,116,191,191,62.2,191,0.419,1,0.267,64,0,0,139,554200,116,
Tonyville CDP,16000US0678932,California,Tulare,388,7683.8,25765,117,388,388,36.7,239,0,0,0,95,0.421,0.208,117,46000,117,
Tooleville CDP,16000US0678949,California,Tulare,167,2501.2,-1,78,167,167,44.7,117,0,0,0,42,1,0.292,100,-1,78,
Topanga CDP,16000US0678960,California,Los Angeles,7900,413,128546,3183,7900,7900,45.5,5947,0.31,1,0.376,2228,0.017,0.058,3476,1064400,3183,
Topaz CDP,16000US0679030,California,Mono,126,41,-1,70,126,126,46.3,70,0,0,0,36,0,0,70,-1,70,
Toro Canyon CDP,16000US0679529,California,Santa Barbara,1728,482.8,141136,658,1728,1728,56.2,1398,0.282,1,0.212,451,0.053,0.059,986,1791700,658,
Torrance city,16000US0680000,California,Los Angeles,145492,7089.8,93492,54437,145492,145492,41.9,105569,0.334,1,0.173,37802,0.046,0.04,58243,762700,54437,
Tracy city,16000US0680238,California,San Joaquin,90675,3502.1,92046,25854,90675,90675,33.9,55797,0.165,0,0.055,21219,0.063,0.053,26695,446200,25854,
Tranquillity CDP,16000US0680266,California,Fresno,809,1310.3,36103,239,809,809,40.6,483,0,0,0,176,0.097,0.139,239,186500,239,
Traver CDP,16000US0680280,California,Tulare,754,894,44375,187,754,754,28,418,0.005,0,0,159,0.27,0.042,196,146300,187,
Tres Pinos CDP,16000US0680364,California,San Benito,683,189.9,103250,220,683,683,35.8,464,0.138,0,0.103,183,0.033,0.061,234,771300,220,
Trinidad city,16000US0680448,California,Humboldt,324,668.2,71667,142,324,324,55.6,238,0.366,1,0.29,100,0.06,0.061,233,600000,142,
Trinity Center CDP,16000US0680476,California,Trinity,154,29.4,34107,81,154,154,64.5,129,0.093,0,0.062,22,0,0.491,379,215600,81,
Trinity Village CDP,16000US0680483,California,Trinity,253,63,33784,142,253,253,64.6,227,0.137,0,0,55,0.218,0,273,251600,142,
Trona CDP,16000US0680515,California,Inyo,40,4.3,-1,19,40,40,36.5,26,0,0,0,19,0,0,24,-1,19,
Trowbridge CDP,16000US0680560,California,Sutter,254,37.6,103125,93,254,254,42.5,201,0.09,0,0.01,79,0.051,0.067,95,332400,93,
Truckee town,16000US0680588,California,Nevada,16474,509.5,97092,6050,16474,16474,40.2,11491,0.359,1,0.16,4467,0.046,0.018,13904,593400,6050,
Tulare city,16000US0680644,California,Tulare,63547,3119.5,54037,18422,63547,63547,28.4,34863,0.08,0,0.029,14470,0.173,0.069,19478,207000,18422,
Tulelake city,16000US0680686,California,Siskiyou,842,2054.8,29886,291,842,842,29.1,472,0.057,0,0,213,0.31,0.086,444,79100,291,
Tuolumne City CDP,16000US0680763,California,Tuolumne,1583,678.8,36250,664,1583,1583,34,1129,0.074,0,0.028,502,0.161,0,744,284200,664,
Tupman CDP,16000US0680784,California,Kern,144,272.8,-1,49,144,144,32.3,93,0.14,0,0.043,36,0.194,0.133,52,-1,49,
Turlock city,16000US0680812,California,Stanislaus,72904,4307.9,59681,25182,72904,72904,34.2,46462,0.169,0,0.082,17761,0.117,0.072,26099,310100,25182,
Tustin city,16000US0680854,California,Orange,79863,7183.1,84697,25697,79863,79863,34.4,52284,0.286,1,0.152,18100,0.078,0.04,27180,647500,25697,
Tuttle CDP,16000US0680882,California,Merced,94,53.4,-1,48,94,94,75.3,94,0,0,0,48,0,0,48,-1,48,
Tuttletown CDP,16000US0680896,California,Tuolumne,1003,136.5,46750,385,1003,1003,39.7,672,0.067,0,0.112,223,0,0,385,266700,385,
Twain CDP,16000US0680952,California,Plumas,327,45.5,-1,127,327,327,54.7,262,0,0,0.103,83,0.627,0.385,207,256300,127,
Twain Harte CDP,16000US0680966,California,Tuolumne,2311,624.8,67306,1207,2311,2311,56.3,1906,0.212,0,0.104,701,0.021,0.051,2308,314100,1207,
Twentynine Palms city,16000US0680994,California,San Bernardino,26147,445,44226,8279,26147,26147,24.2,12375,0.14,0,0.065,5461,0.165,0.104,9947,146400,8279,
Twin Lakes CDP,16000US0681050,California,Santa Cruz,5196,7518.8,53508,2332,5196,5196,40.2,3810,0.232,0,0.186,1173,0.136,0.064,2796,788000,2332,
Ukiah city,16000US0681134,California,Mendocino,15943,3332.4,49889,5992,15943,15943,38.1,10891,0.129,0,0.088,3601,0.146,0.114,6417,349600,5992,
Union City city,16000US0681204,California,Alameda,74722,3851.7,114681,21852,74722,74722,38.4,54530,0.257,1,0.146,18203,0.03,0.034,22903,765500,21852,
University of California-Davis CDP,16000US0681302,California,Yolo,7311,4998.3,20855,964,7311,7311,19.5,796,0.329,1,0.374,183,0.377,0.102,1105,-1,964,
University of California-Merced CDP,16000US0681312,California,Merced,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,
Upland city,16000US0681344,California,San Bernardino,76596,4906.6,72782,26951,76596,76596,38.3,52181,0.204,0,0.12,19135,0.088,0.048,27722,525700,26951,
Upper Lake CDP,16000US0681358,California,Lake,896,532.6,47375,357,896,896,43.8,757,0.085,0,0,158,0,0.129,357,234200,357,
Vacaville city,16000US0681554,California,Solano,98875,3383.5,87823,32698,98875,98875,37.5,67890,0.156,0,0.08,23425,0.053,0.046,34176,422400,32698,
Val Verde CDP,16000US0681967,California,Los Angeles,2734,1065.7,88947,710,2734,2734,34.2,1802,0.083,0,0.048,564,0.007,0.078,722,348800,710,
Valinda CDP,16000US0681638,California,Los Angeles,23705,11769.3,84134,5182,23705,23705,36.2,15865,0.111,0,0.031,4580,0.076,0.068,5323,447100,5182,
Valle Vista CDP,16000US0681708,California,Riverside,17663,2570.8,53327,5887,17663,17663,40.1,11932,0.076,0,0.065,4129,0.115,0.084,6429,184600,5887,
Vallecito CDP,16000US0681652,California,Calaveras,234,27.3,52375,148,234,234,60.3,228,0.083,0,0.18,70,0,0,176,282300,148,
Vallejo city,16000US0681666,California,Solano,121267,3934,69405,42048,121267,121267,38.4,84568,0.187,0,0.071,28457,0.097,0.082,44543,370000,42048,
Valley Acres CDP,16000US0681722,California,Kern,656,159.1,48875,239,656,656,43.5,457,0.088,0,0.011,198,0.121,0.221,257,109900,239,
Valley Center CDP,16000US0681736,California,San Diego,11077,403.2,101331,3169,11077,11077,37.8,7379,0.233,0,0.119,2702,0.091,0.036,3386,614800,3169,
Valley Ford CDP,16000US0681778,California,Sonoma,34,12.9,-1,11,34,34,51.4,34,0,0,0,0,0,0,11,-1,11,
Valley Home CDP,16000US0681792,California,Stanislaus,185,160.9,-1,81,185,185,57.5,163,0.012,0,0.117,53,0.075,0.128,83,457500,81,
Valley Ranch CDP,16000US0681869,California,Plumas,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,59,-1,0,
Valley Springs CDP,16000US0681890,California,Calaveras,3502,354.7,68898,1336,3502,3502,42.9,2569,0.081,0,0.056,943,0.058,0.047,1490,296600,1336,
Valley Wells CDP,16000US0681925,California,Inyo,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,
Vandenberg AFB CDP,16000US0682072,California,Santa Barbara,3387,153.7,69911,1022,3387,3387,23.4,1472,0.281,1,0.154,827,0.022,0.07,1072,-1,1022,
Vandenberg Village CDP,16000US0682086,California,Santa Barbara,8114,1546.5,91618,2797,8114,8114,41.3,5590,0.199,0,0.16,2246,0.022,0.052,2854,391000,2797,
Verdi CDP,16000US0682334,California,Sierra,188,45.1,109342,102,188,188,56.3,154,0.071,0,0.097,65,0,0,125,434600,102,
Vernon city,16000US0682422,California,Los Angeles,130,26.1,67917,43,130,130,26.5,68,0.132,0,0,30,0,0,45,-1,43,
Victor CDP,16000US0682562,California,San Joaquin,215,170.3,-1,111,215,215,33.5,153,0,0,0,69,0,0,166,-1,111,
Victorville city,16000US0682590,California,San Bernardino,121902,1655.9,53957,32699,121902,121902,31,72613,0.084,0,0.046,25441,0.165,0.129,35104,221200,32699,
View Park-Windsor Hills CDP,16000US0682667,California,Los Angeles,11756,6385,92625,4834,11756,11756,49.8,9275,0.297,1,0.227,2680,0.094,0.113,5137,760000,4834,
Villa Park city,16000US0682744,California,Orange,5861,2819.7,165000,1988,5861,5861,52.2,4467,0.309,1,0.238,1682,0.04,0.025,2097,1184100,1988,
Vina CDP,16000US0682786,California,Tehama,230,170.1,61125,69,230,230,39,200,0.1,0,0.44,29,0,0,69,365000,69,
Vincent CDP,16000US0682815,California,Los Angeles,16225,11020,86011,4042,16225,16225,37.5,10701,0.092,0,0.046,3478,0.03,0.059,4191,436300,4042,
Vine Hill CDP,16000US0682842,California,Contra Costa,3886,2582.9,106855,1314,3886,3886,34.9,2516,0.179,0,0.096,956,0.032,0.04,1414,483300,1314,
Vineyard CDP,16000US0682852,California,Sacramento,28386,1650.1,94939,8429,28386,28386,35.5,18334,0.21,0,0.088,6842,0.058,0.047,8654,384100,8429,
Visalia city,16000US0682954,California,Tulare,132104,3483.3,62263,43250,132104,132104,32,80775,0.15,0,0.082,31669,0.13,0.049,45504,236400,43250,
Vista Santa Rosa CDP,16000US0683085,California,Riverside,2739,170.4,39805,805,2739,2739,37.7,1846,0.037,0,0.033,578,0.152,0.175,990,220600,805,
Vista city,16000US0682996,California,San Diego,100686,5370.6,72125,30168,100686,100686,32.9,63921,0.162,0,0.077,22079,0.082,0.044,31378,480900,30168,
Volcano CDP,16000US0683094,California,Amador,40,26.7,-1,31,40,40,63.6,40,0,0,0,12,0,0,73,-1,31,
Volta CDP,16000US0683108,California,Merced,128,29.3,41186,69,128,128,40.5,85,0,0,0,55,0,0,69,-1,69,
Walker CDP,16000US0683262,California,Mono,858,46.5,62634,309,858,858,59.7,692,0.074,0,0.055,214,0.033,0.494,415,235400,309,
Wallace CDP,16000US0683304,California,Calaveras,944,217.5,103199,299,944,944,55.6,739,0.101,0,0.196,219,0,0.083,299,391700,299,
Walnut Creek city,16000US0683346,California,Contra Costa,69567,3521.2,105948,31390,69567,69567,47.8,54442,0.364,1,0.302,18093,0.036,0.037,33157,793100,31390,
Walnut Grove CDP,16000US0683374,California,Sacramento,1364,133.7,57600,492,1364,1364,40.6,1008,0.183,0,0.045,386,0.018,0.095,667,474200,492,
Walnut Park CDP,16000US0683402,California,Los Angeles,15896,21258.4,52226,3775,15896,15896,35.7,10712,0.068,0,0.02,3225,0.15,0.066,3833,410300,3775,
Walnut city,16000US0683332,California,Los Angeles,29903,3325.6,108669,9069,29903,29903,45.9,22218,0.379,1,0.147,7887,0.051,0.044,9542,774400,9069,
Warm Springs CDP,16000US0683460,California,Riverside,1874,1340.4,50931,515,1874,1874,33.8,1255,0.024,0,0,395,0.197,0.088,548,240200,515,
Warner Valley CDP,16000US0683494,California,Plumas,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,92,-1,0,
Wasco city,16000US0683542,California,Kern,27193,2896.5,39250,5960,27193,27193,29.7,16515,0.026,0,0.009,5096,0.21,0.103,6469,168500,5960,
Washington CDP,16000US0683570,California,Nevada,56,29.5,60714,32,56,56,70.5,56,0.286,1,0,14,0,0,94,138400,32,
Waterford city,16000US0683612,California,Stanislaus,8877,3764.1,58904,2485,8877,8877,33.9,5287,0.044,0,0.021,2103,0.161,0.081,2706,247200,2485,
Waterloo CDP,16000US0683626,California,San Joaquin,670,123.3,85000,222,670,670,53.6,502,0.151,0,0.157,188,0.064,0.067,222,683800,222,
Watsonville city,16000US0683668,California,Santa Cruz,53800,8044.7,55470,14717,53800,53800,30.6,31362,0.082,0,0.04,11270,0.134,0.075,15196,464200,14717,
Waukena CDP,16000US0683724,California,Tulare,149,158.1,64375,49,149,149,27.9,82,0.037,0,0.037,36,0.111,0.146,49,261400,49,
Wawona CDP,16000US0683766,California,Mariposa,189,29.8,-1,95,189,189,26.6,112,0.107,0,0,52,0,0,346,-1,95,
Weaverville CDP,16000US0683794,California,Trinity,3158,302.9,46212,1489,3158,3158,45.4,2346,0.141,0,0.072,833,0.16,0.133,1750,268300,1489,
Weed city,16000US0683850,California,Siskiyou,2669,558.2,27227,1129,2669,2669,39.8,1657,0.099,0,0.017,611,0.221,0.105,1301,138500,1129,
Weedpatch CDP,16000US0683863,California,Kern,2291,644.1,24894,621,2291,2291,28.7,1284,0,0,0.005,534,0.474,0.127,662,113000,621,
Weldon CDP,16000US0683948,California,Kern,2321,87,35574,1050,2321,2321,49.5,1776,0.076,0,0.048,658,0.497,0.046,1395,83800,1050,
Weott CDP,16000US0684004,California,Humboldt,304,404.5,32344,128,304,304,49.5,164,0.268,1,0.073,78,0,0.175,214,295800,128,
West Athens CDP,16000US0684116,California,Los Angeles,9706,7262.5,60299,2973,9706,9706,36.7,6553,0.083,0,0.055,2134,0.077,0.092,3041,446500,2973,
West Bishop CDP,16000US0684120,California,Inyo,2734,312.2,95286,1040,2734,2734,48.6,1920,0.196,0,0.159,796,0.044,0.015,1172,433800,1040,
West Carson CDP,16000US0684144,California,Los Angeles,22079,9744.2,73472,7483,22079,22079,44.9,17187,0.275,1,0.078,5121,0.063,0.045,8009,473900,7483,
West Covina city,16000US0684200,California,Los Angeles,106589,6644.7,82938,30430,106589,106589,38.2,73993,0.213,0,0.077,24020,0.053,0.056,31581,540500,30430,
West Goshen CDP,16000US0684345,California,Tulare,427,362.6,28480,109,427,427,28.3,238,0.029,0,0,102,0.49,0.169,109,-1,109,
West Hollywood city,16000US0684410,California,Los Angeles,36450,19311.2,74044,23369,36450,36450,38.7,33160,0.434,1,0.188,5021,0.016,0.053,25537,755400,23369,
West Menlo Park CDP,16000US0684536,California,San Mateo,4160,8545.3,214167,1380,4160,4160,39.8,2618,0.28,1,0.552,1053,0.009,0.057,1416,2000001,1380,
West Modesto CDP,16000US0684578,California,Stanislaus,5762,4041.1,37731,1559,5762,5762,31,3297,0.034,0,0.019,1176,0.246,0.209,1652,149700,1559,
West Park CDP,16000US0684680,California,Fresno,1071,597.8,58929,258,1071,1071,30.1,684,0.057,0,0.016,204,0.216,0.216,282,155600,258,
West Point CDP,16000US0684732,California,Calaveras,454,122.1,34722,188,454,454,48.6,361,0.039,0,0.042,71,0,0,331,195000,188,
West Puente Valley CDP,16000US0684774,California,Los Angeles,23382,12509.6,75856,5057,23382,23382,37.3,15987,0.1,0,0.031,4446,0.085,0.075,5128,441600,5057,
West Rancho Dominguez CDP,16000US0684780,California,Los Angeles,22901,5763.3,60155,6339,22901,22901,36.3,15157,0.079,0,0.04,4844,0.147,0.074,6581,367400,6339,
West Sacramento city,16000US0684816,California,Yolo,53151,2475.6,70699,18577,53151,53151,34.3,34084,0.196,0,0.099,12643,0.118,0.073,19478,349800,18577,
West Whittier-Los Nietos CDP,16000US0684921,California,Los Angeles,26654,10580.7,76397,7167,26654,26654,37,18286,0.112,0,0.045,5910,0.068,0.047,7261,435500,7167,
Westhaven-Moonstone CDP,16000US0684385,California,Humboldt,1110,137.1,64333,458,1110,1110,43.2,807,0.312,1,0.203,309,0.023,0.048,608,387800,458,
Westlake Village city,16000US0684438,California,Los Angeles,8358,1612,140850,3285,8358,8358,52,6363,0.378,1,0.295,2403,0.016,0.025,3422,953700,3285,
Westley CDP,16000US0684480,California,Stanislaus,968,2680.8,39073,233,968,968,27.6,503,0,0,0,233,0.103,0.322,256,-1,233,
Westminster city,16000US0684550,California,Orange,91137,9078.1,62625,27617,91137,91137,41.8,65292,0.196,0,0.074,21447,0.134,0.053,28477,603700,27617,
Westmont CDP,16000US0684592,California,Los Angeles,35266,19087.1,38600,10763,35266,35266,32.1,21241,0.064,0,0.028,7651,0.237,0.083,11476,419900,10763,
Westmorland city,16000US0684606,California,Imperial,2432,4121.5,29730,630,2432,2432,27,1315,0.055,0,0.008,444,0.27,0.144,755,119300,630,
Westside CDP,16000US0684863,California,Fresno,80,36.1,28250,27,80,80,27,51,0,0,0,22,0.318,0.621,31,-1,27,
Westwood CDP,16000US0684928,California,Lassen,1645,302.6,41636,838,1645,1645,55.6,1297,0.131,0,0.049,526,0.114,0.025,1207,118000,838,
Wheatland city,16000US0685012,California,Yuba,3810,469.1,75066,1407,3810,3810,41.6,2692,0.117,0,0.067,1095,0.009,0.079,1445,264300,1407,
Whitehawk CDP,16000US0685086,California,Plumas,49,19,-1,23,49,49,67.4,49,0.224,0,0.163,23,0,0,172,436100,23,
Whitewater CDP,16000US0685208,California,Riverside,890,90.1,39653,284,890,890,36.1,614,0.068,0,0.174,180,0.239,0.079,357,192400,284,
Whitley Gardens CDP,16000US0685222,California,San Luis Obispo,224,164.1,-1,58,224,224,46.2,119,0.16,0,0,58,0,0,58,-1,58,
Whittier city,16000US0685292,California,Los Angeles,86090,5876.9,77270,27419,86090,86090,37,57664,0.163,0,0.101,19695,0.068,0.04,28431,574400,27419,
Wildomar city,16000US0685446,California,Riverside,36445,1538.6,74991,10179,36445,36445,34.1,23402,0.113,0,0.053,8167,0.101,0.077,10631,356700,10179,
Wilkerson CDP,16000US0685551,California,Inyo,519,90.6,77778,180,519,519,49.4,349,0.175,0,0.057,147,0.082,0.07,198,300000,180,
Williams city,16000US0685586,California,Colusa,5228,1057.3,65580,1491,5228,5228,30.3,3094,0.084,0,0.024,1189,0.094,0.029,1578,229500,1491,
Willits city,16000US0685600,California,Mendocino,4893,1736.9,35204,1875,4893,4893,38,3307,0.127,0,0.068,1100,0.244,0.079,1917,251700,1875,
Willow Creek CDP,16000US0685642,California,Humboldt,1513,49.9,65433,601,1513,1513,37.3,1066,0.188,0,0.052,356,0.073,0,1013,300000,601,
Willowbrook CDP,16000US0685614,California,Los Angeles,22811,14749.1,43781,5123,22811,22811,27.5,12582,0.058,0,0.013,4204,0.215,0.108,5258,340200,5123,
Willows city,16000US0685684,California,Glenn,6013,2120.5,43220,2312,6013,6013,38.5,4130,0.106,0,0.036,1425,0.18,0.075,2428,220600,2312,
Wilsonia CDP,16000US0685866,California,Tulare,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,322,-1,0,
Wilton CDP,16000US0685880,California,Sacramento,5665,195.3,106813,2007,5665,5665,46.4,4103,0.191,0,0.111,1543,0.057,0.048,2097,604700,2007,
Winchester CDP,16000US0685894,California,Riverside,3322,414.9,56591,778,3322,3322,36.5,2053,0.032,0,0.012,617,0.172,0.11,851,315500,778,
Windsor town,16000US0685922,California,Sonoma,27447,3775.6,106899,9156,27447,27447,40,18467,0.204,0,0.105,7019,0.022,0.041,9488,597500,9156,
Winter Gardens CDP,16000US0685992,California,San Diego,23545,5327,69063,7851,23545,23545,38.5,16910,0.139,0,0.042,5675,0.062,0.058,8077,414000,7851,
Winterhaven CDP,16000US0686020,California,Imperial,192,788.1,8949,129,192,192,72.6,192,0,0,0,52,0.481,0.538,215,-1,129,
Winters city,16000US0686034,California,Yolo,7197,2452.3,87050,2319,7197,7197,36.1,4527,0.103,0,0.109,1588,0.065,0.064,2381,398800,2319,
Winton CDP,16000US0686076,California,Merced,11288,3712.1,45858,3196,11288,11288,29.8,6425,0.049,0,0.003,2561,0.154,0.172,3305,171900,3196,
Wofford Heights CDP,16000US0686174,California,Kern,2336,365,29718,1148,2336,2336,56.7,1742,0.075,0,0.069,601,0.263,0.146,2006,107500,1148,
Woodacre CDP,16000US0686216,California,Marin,1171,651.8,57112,615,1171,1171,64.1,1043,0.328,1,0.229,279,0.082,0.06,645,933500,615,
Woodbridge CDP,16000US0686230,California,San Joaquin,3582,1187.1,93304,1424,3582,3582,52.1,2719,0.184,0,0.141,1070,0.035,0.028,1470,402200,1424,
Woodcrest CDP,16000US0686244,California,Riverside,17859,1569.7,102625,4808,17859,17859,37.6,12200,0.151,0,0.114,4157,0.039,0.036,5079,487100,4808,
Woodlake city,16000US0686300,California,Tulare,7622,3130.7,40087,2120,7622,7622,26.6,4185,0.048,0,0.055,1864,0.326,0.071,2251,162900,2120,
Woodland city,16000US0686328,California,Yolo,59710,3900.9,69612,20584,59710,59710,36.5,39577,0.165,0,0.108,15086,0.085,0.056,21217,365000,20584,
Woodlands CDP,16000US0686380,California,San Luis Obispo,2028,1227.3,134054,935,2028,2028,65.3,1838,0.352,1,0.307,805,0,0.016,966,786700,935,
Woodside town,16000US0686440,California,San Mateo,5542,472.4,250001,1799,5542,5542,47.5,3851,0.317,1,0.47,1500,0.039,0.039,1999,2000001,1799,
Woodville CDP,16000US0686482,California,Tulare,1763,405.1,30446,471,1763,1763,28.9,984,0.021,0,0.01,430,0.388,0.16,495,108500,471,
Wrightwood CDP,16000US0686594,California,San Bernardino,3984,672.3,64841,1538,3984,3984,38.6,2774,0.208,0,0.134,1045,0.1,0.051,2746,342600,1538,
Yankee Hill CDP,16000US0686678,California,Butte,279,46.3,45417,132,279,279,55.4,266,0.135,0,0.184,78,0.141,0.164,149,210900,132,
Yettem CDP,16000US0686734,California,Tulare,516,3361.7,37463,109,516,516,21.2,238,0,0,0,99,0.424,0,126,-1,109,
Yolo CDP,16000US0686804,California,Yolo,193,139.9,-1,104,193,193,54.9,137,0.073,0,0.139,47,0,0,120,-1,104,
Yorba Linda city,16000US0686832,California,Orange,67725,3413.1,129995,22649,67725,67725,44.2,47558,0.344,1,0.197,18742,0.036,0.036,23452,858300,22649,
Yosemite Lakes CDP,16000US0686878,California,Madera,5524,264.3,74607,2027,5524,5524,48.2,3906,0.182,0,0.094,1677,0.073,0.079,2128,278500,2027,
Yosemite Valley CDP,16000US0686912,California,Mariposa,1169,567.7,44444,156,1169,1169,44.3,1060,0.192,0,0.042,22,0,0,212,-1,156,
Yountville city,16000US0686930,California,Napa,2987,2008.1,69300,1372,2987,2987,64.4,2680,0.271,1,0.147,687,0.032,0.055,1720,486300,1372,
Yreka city,16000US0686944,California,Siskiyou,7562,757.3,42483,3402,7562,7562,36.5,5117,0.121,0,0.075,1684,0.172,0.062,3661,158200,3402,
Yuba City city,16000US0686972,California,Sutter,66516,4464.1,56816,22750,66516,66516,35,43419,0.123,0,0.066,16300,0.136,0.087,23762,277400,22750,
